,flat_street,flat_price,flat_room_count,flat_area,flat_district
5075,"Ревуцького вул., 42Б",10000,2,65.0,Дарницький
5076,"Дніпровська наб., 16д",19000,2,45.0,Дарницький
5077,"Лісківська вул., 9/22",2500,3,68.8,Деснянський
5078,"Метрологічна вул., 14/3",7000,1,36.0,Голосіївський
5079,"Навої Алішера просп., 59",5800,1,30.0,Дніпровський
5080,"Липківского Василя вул. (Урицького), 13",8000,1,30.0,Солом'янський
5081,"Бударіна, 3г",10500,2,53.0,Святошинський
5082,"Деміївська вул., 16",16000,1,50.0,Голосіївський
5083,"Антонова авіаконструктора вул., 2б",25900,1,60.0,Солом'янський
5084,"Вірменська вул., 6",20000,3,110.0,Дарницький
5085,"Кловський узвiз, 4",12000,2,50.0,Печерський
5086,"Чоколівський бульв., 42А",16000,2,61.0,Солом'янський
5087,"Патріарха Мстислава Скрипника вул., 48А",24000,3,78.0,Солом'янський
5088,"Воскресенський бульв. (Перова), 10",6200,1,31.0,Дніпровський
5089,"Липківского Василя вул. (Урицького), 37",23000,2,45.0,Солом'янський
5090,"Старонаводницька вул., 6б",33300,2,83.0,Печерський
5091,"Сім'ї Ідзиковських вул., 17",10500,1,36.0,Солом'янський
5092,"Білоруська вул., 1",17000,2,50.0,Шевченківський
5093,"Липківского Василя вул. (Урицького), 37Б",22000,1,58.0,Солом'янський
5097,"Окіпної Раїси вул., 18",55500,3,190.0,Дніпровський
5099,"Полтавська вул., 10",55500,4,140.0,Шевченківський
5100,"Вацлава Гавела бульв. (Лепсе Івана), 6/7а",11000,1,28.0,Солом'янський
5101,"Волоська вул., 24",15000,3,70.0,Подільський
5102,"Бажана Миколи просп., 8б",17500,2,73.0,Дарницький
5103,"Воскресенська вул., 12в",12000,1,56.0,Дніпровський
5104,"Ігоря Турчина вул. (Блюхера Василя), 12",10000,3,58.0,Шевченківський
5105,"Лютеранська, 3",18000,2,55.0,Печерський
5106,"Максимовича вул. (Трутенка Онуфрія), 26г",17000,2,40.0,Голосіївський
5107,"Максимовича вул. (Трутенка Онуфрія), 26",17000,1,40.0,Голосіївський
